ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
2547,465316,Male,No,21,No,Low,6,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
2548,465357,Female,Yes,49,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
2549,459417,Male,No,19,No,Low,,0,,Private company,Some involvement,No,City,Never,7000
2550,459414,Female,No,39,Yes,Low,,1,,,,No,City,Never,17088
2551,466495,Female,Yes,78,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,8261
2552,459944,Female,Yes,39,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,7000
2553,467896,Female,No,22,No,Low,3,0,1,Private company,Some involvement,No,City,Never,12044
2554,460833,Male,Yes,30,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,7000
2555,467773,Male,Yes,70,Yes,High,3,1,3,Self-employed,No involvement,No,City,Never,8261
2556,460587,Female,No,38,Yes,Low,1,1,4,Private company,Unknown,Yes,City,Never,7000
2557,464761,Female,Yes,50,No,Average,4,1,2,Private company,No involvement,Yes,City,Never,7000
2558,463356,Male,No,29,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Never,13305
2559,458989,Female,Yes,42,Yes,Low,1,1,5,Private company,No involvement,No,City,Never,8261
2560,464556,Female,No,39,Yes,Low,3,0,2,Private company,Unknown,No,City,Never,8261
2561,467822,Male,Yes,31,Yes,Low,2,1,2,Private company,Some involvement,No,City,Never,7000
2562,467217,Female,Yes,79,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
2563,461231,Male,Yes,52,Yes,High,1,0,6,Private company,Unknown,Yes,Country-side,Never,9522
2564,467754,Male,Yes,35,Yes,Average,4,1,1,Private company,Unknown,No,City,Never,7000
2565,463820,Male,Yes,45,Yes,High,4,1,2,Public company,No involvement,No,City,Never,17088
2566,462042,Female,No,29,No,Low,3,0,1,Private company,Some involvement,No,City,Never,7000
2567,460107,Male,Yes,51,Yes,Average,5,1,2,Private company,No involvement,No,City,Never,8261
2568,461494,Male,Yes,33,No,Average,2,1,2,Private company,No involvement,No,City,Never,7000
2569,459810,Male,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
2570,461493,Female,Yes,33,Yes,Average,3,0,2,Private company,Unknown,No,City,Never,17088
2571,467515,Male,Yes,28,Yes,Average,2,0,2,Private company,No involvement,No,City,Never,7000
2572,467092,Female,No,28,Yes,Low,4,0,1,Private company,Some involvement,No,City,Never,15827
2573,467364,Male,Yes,46,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Never,8261
2574,460240,Male,Yes,45,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,10783
2575,467504,Female,,31,No,Low,4,0,1,Government,No involvement,No,City,Never,8261
2576,465587,Male,Yes,42,Yes,Low,5,1,1,Private company,Strong involvement,Yes,City,Never,7000
2577,460665,Male,No,29,No,Low,1,0,3,Private company,Strong involvement,No,City,Never,13305
2578,462634,Female,Yes,43,No,Average,3,0,2,Private company,Unknown,Yes,Country-side,Never,7000
2579,466094,Female,No,31,No,Low,3,1,2,Private company,Some involvement,No,City,Never,7000
2580,462547,Male,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,18349
2581,461475,Female,Yes,51,Yes,Average,3,1,2,Government,No involvement,Yes,City,Intervention in Syria,8261
2582,460095,Female,Yes,74,Yes,Low,1,1,8,Self-employed,No involvement,No,City,Never,8261
2583,460454,Male,No,51,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,7000
2584,460448,Female,No,38,Yes,Low,1,0,4,Private company,Unknown,Yes,City,Never,18349
2585,465761,Female,No,42,Yes,Low,2,0,3,Private company,Unknown,Yes,Country-side,Never,22132
2586,463652,Female,No,28,Yes,Low,1,0,3,Private company,Unknown,No,City,Never,7000
2587,464187,Female,No,41,No,Low,1,0,5,Private company,No involvement,No,City,Never,18349
2588,463311,Female,No,18,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,7000
2589,461970,Female,No,38,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,18349
2590,465721,Male,Yes,25,Yes,High,2,0,2,Private company,Strong involvement,Yes,City,Never,8261
2591,464334,Female,No,33,Yes,Low,3,0,2,Private company,Some involvement,No,City,Never,8261
2592,460772,Male,Yes,70,No,Low,1,0,7,Private company,Strong involvement,No,City,Never,8261
2593,463599,Female,No,31,No,Low,2,1,2,Private company,Some involvement,Yes,City,Never,19610
2594,460756,Female,No,28,No,Low,,0,,Nothing,No involvement,No,City,Never,17088
2595,467393,Female,Yes,46,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
2596,461298,Female,Yes,78,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
2597,463727,Female,No,27,No,Low,5,0,1,Government,No involvement,Yes,City,Never,7000
2598,462006,Male,Yes,28,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
2599,463281,Male,Yes,25,No,Average,2,0,2,Private company,Strong involvement,Yes,City,Never,10783
2600,459493,Male,No,26,No,Low,7,0,1,Private company,Some involvement,No,City,Never,7000
2601,461768,Male,Yes,69,Yes,High,2,1,4,Private company,Unknown,No,City,Never,7000
2602,466655,Male,Yes,57,No,Low,2,1,3,Public company,No involvement,No,City,Never,8261
2603,466617,Female,No,23,No,Low,3,0,1,Private company,Some involvement,No,City,Never,12044
2604,463225,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
2605,460169,Female,Yes,89,Yes,High,2,1,5,Self-employed,No involvement,Yes,City,Never,8261
2606,467031,Male,Yes,59,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,20871
2607,459198,Female,Yes,66,Yes,Average,3,1,3,Private company,Unknown,No,City,Never,7000
2608,459543,Male,Yes,70,No,High,2,0,4,Public company,No involvement,No,City,Never,8261
2609,467234,Female,No,30,No,Low,4,0,1,Nothing,No involvement,No,City,Never,7000
2610,460809,Male,Yes,72,Yes,Low,1,1,8,Private company,Unknown,No,City,Never,9522
2611,465673,Female,No,27,,Low,4,0,1,Student,No involvement,Yes,Country-side,Never,17088
2612,459363,Male,No,53,Yes,Low,1,0,6,Private company,Unknown,No,City,Never,9522
2613,459995,Female,No,38,No,Low,2,0,2,Private company,Unknown,No,City,Never,12044
2614,465467,Male,,33,No,Low,3,1,2,Private company,Some involvement,No,City,Never,8261
2615,459018,Male,Yes,85,No,High,2,0,5,Public company,No involvement,No,City,Never,8261
2616,464021,Female,No,18,No,Low,5,0,1,Private company,Some involvement,No,City,Never,8261
2617,462390,Female,No,28,No,Low,4,1,1,Private company,Some involvement,Yes,City,Never,7000
2618,464959,Female,Yes,40,Yes,Average,6,1,1,Private company,No involvement,Yes,Country-side,Never,8261
2619,465352,Male,Yes,61,Yes,Average,4,1,2,Private company,Strong involvement,No,City,Never,8261
2620,459373,Male,No,31,Yes,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
2621,466737,Male,No,33,No,Low,,0,,Private company,Strong involvement,No,City,Never,8261
2622,462127,Male,Yes,68,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
2623,464421,Female,Yes,27,No,High,4,0,1,Student,No involvement,No,City,Never,7000
2624,463262,Female,Yes,70,No,High,2,0,4,Self-employed,No involvement,No,City,Never,10783
2625,461099,Female,No,42,No,Low,4,0,2,Private company,Unknown,Yes,City,Never,7000
2626,466196,Female,Yes,78,Yes,Low,1,0,8,Self-employed,No involvement,Yes,Country-side,Never,14566
2627,462774,Female,Yes,88,Yes,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
2628,464945,Female,Yes,40,Yes,Average,2,0,2,Private company,Unknown,Yes,Country-side,Never,8261
2629,464296,Male,No,43,Yes,Low,4,0,2,Government,No involvement,No,City,Never,8261
2630,465751,Female,Yes,52,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,18349
2631,459378,Male,No,20,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
2632,465856,Male,Yes,41,Yes,High,2,0,3,Private company,Unknown,No,City,Never,20871
2633,467729,Male,Yes,61,Yes,Average,6,1,2,Private company,Strong involvement,No,City,Never,10783
2634,466248,Male,No,41,Yes,Low,1,1,5,Government,No involvement,Yes,City,Never,8261
2635,462201,Female,No,32,Yes,Low,1,0,4,Private company,Some involvement,Yes,Country-side,Never,7000
2636,462598,Female,Yes,38,No,Average,5,0,1,Government,No involvement,Yes,Country-side,Never,18349
2637,459077,Female,Yes,82,No,High,2,0,5,Self-employed,No involvement,No,City,Never,7000
2638,462217,Female,No,42,Yes,Low,1,1,5,Public company,No involvement,Yes,Country-side,Never,7000
2639,461691,Male,No,31,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Syria,10783
2640,460869,Male,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
2641,467696,Male,Yes,84,Yes,High,3,1,3,Self-employed,No involvement,No,City,Never,7000
2642,463115,Male,Yes,36,Yes,Low,1,0,4,Nothing,No involvement,No,City,Never,13305
2643,460974,Male,Yes,79,No,Low,1,0,8,Self-employed,No involvement,No,City,Never,8261
2644,467253,Female,No,35,Yes,Low,2,0,2,Private company,No involvement,No,City,Never,7000
2645,462030,Male,No,36,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,20871
2646,467648,Male,Yes,41,No,Average,5,0,1,Private company,Strong involvement,No,City,Never,9522
2647,459815,Male,No,42,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,18349
2648,459822,Female,No,37,Yes,Low,1,0,4,Private company,No involvement,Yes,Country-side,Never,7000
2649,459359,Male,Yes,46,Yes,Average,4,1,2,Private company,Strong involvement,No,City,Never,7000
2650,467222,Male,Yes,74,Yes,Average,2,0,4,Private company,Strong involvement,No,City,Never,8261
2651,461001,Female,No,59,Yes,Low,,1,,Private company,Unknown,Yes,City,Never,7000
2652,461835,Female,Yes,60,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
2653,465905,Female,No,32,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,18349
2654,467583,Male,Yes,47,Yes,Low,,1,,Public company,No involvement,No,City,Never,18349
2655,463187,Female,Yes,51,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,17088
2656,465647,Male,No,31,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,18349
2657,459209,Female,No,21,No,Low,4,1,1,Private company,Strong involvement,No,City,Never,8261
2658,461679,Male,No,28,Yes,Low,4,0,1,Private company,Some involvement,No,City,Never,12044
2659,459294,Male,No,23,No,Low,4,0,1,Private company,Some involvement,No,City,Never,18349
2660,460486,Female,No,18,No,Low,3,0,1,Private company,Some involvement,Yes,City,Never,22132
2661,464766,Female,Yes,51,No,Average,5,1,2,Private company,No involvement,Yes,Country-side,Never,15827
2662,461925,Female,No,33,Yes,Low,5,1,1,Private company,Unknown,Yes,City,Never,7000
2663,463220,Male,Yes,46,No,Average,3,1,2,Private company,No involvement,No,City,Never,7000
2664,462500,Male,Yes,49,Yes,Average,2,1,3,Government,No involvement,No,City,Never,8261
2665,466308,Male,No,33,Yes,Low,2,1,2,Private company,Some involvement,No,City,Never,7000
2666,464071,Male,Yes,82,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,7000
2667,465124,Female,Yes,29,Yes,Average,2,0,2,Private company,Some involvement,No,City,Never,14566
2668,459444,Male,Yes,68,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
2669,464164,Female,Yes,81,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,7000
2670,459736,Female,Yes,28,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,7000
2671,460632,Female,No,22,No,Low,3,0,1,Private company,Some involvement,Yes,City,Never,7000
2672,466971,Male,No,65,Yes,Low,3,0,3,Public company,No involvement,No,City,Never,18349
2673,459528,Female,Yes,52,Yes,Average,2,1,3,Government,No involvement,No,City,Never,7000
2674,464917,Female,Yes,76,No,Low,1,0,8,Self-employed,No involvement,Yes,Country-side,Never,7000
2675,462915,Male,Yes,61,No,Average,3,1,3,Private company,No involvement,No,City,Never,13305
2676,461416,Female,No,31,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,23393
2677,464172,Male,Yes,60,Yes,High,3,1,2,Private company,Unknown,No,City,Never,10783
2678,460502,Female,Yes,55,Yes,Average,3,1,2,Private company,No involvement,Yes,City,Never,8261
2679,459812,Female,No,43,Yes,Low,1,0,5,Private company,No involvement,Yes,City,Never,7000
2680,464507,Male,Yes,53,Yes,High,3,1,2,Private company,Unknown,No,City,Never,7000
2681,467918,Male,Yes,48,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,15827
2682,464564,Female,No,37,Yes,Low,,1,,Private company,Unknown,No,City,Never,17088
2683,464427,Male,Yes,62,Yes,Average,4,1,2,Government,No involvement,Yes,City,Never,8261
2684,464171,Female,Yes,61,Yes,Low,1,1,7,Private company,Unknown,No,City,Never,7000
2685,460859,Male,Yes,50,Yes,Low,4,0,2,Private company,Strong involvement,No,City,Never,7000
2686,460581,Male,Yes,27,Yes,Average,2,0,2,Private company,Some involvement,Yes,City,Never,9522
2687,462352,Male,Yes,52,Yes,Average,3,1,2,Private company,Strong involvement,No,City,Never,8261
2688,463910,Female,Yes,50,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
2689,467508,Female,No,25,No,Low,3,1,1,Government,No involvement,No,City,Never,8261
2690,464209,Male,Yes,52,Yes,Average,4,1,2,Public company,No involvement,Yes,City,Never,8261
2691,459481,Male,Yes,47,No,Low,2,0,3,Self-employed,No involvement,No,City,Never,7000
2692,465738,Male,Yes,38,Yes,Low,2,1,2,Private company,Strong involvement,Yes,City,Never,17088
2693,464600,Female,No,55,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,7000
2694,465268,Male,Yes,29,No,Low,3,1,1,Public company,No involvement,No,City,Never,22132
2695,461855,Female,Yes,52,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
2696,460668,Female,No,27,Yes,Low,2,0,2,Government,No involvement,Yes,City,Never,7000
2697,467434,Male,No,39,Yes,Low,3,1,2,Private company,Strong involvement,Yes,City,Intervention in Syria,7000
2698,460485,Female,No,18,No,Low,5,1,1,Student,No involvement,Yes,City,Never,18349
2699,459686,Male,Yes,52,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,8261
2700,462378,Male,Yes,67,No,Low,1,1,7,Private company,Unknown,No,City,Never,8261
2701,465179,Female,Yes,61,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
2702,462286,Male,Yes,59,No,Average,2,1,3,Government,No involvement,No,City,Never,7000
2703,463456,Male,Yes,46,No,High,3,1,2,Private company,Strong involvement,No,City,Never,8261
2704,460470,Male,No,36,No,Low,4,1,1,Private company,Some involvement,Yes,Country-side,Never,7000
2705,462691,Male,Yes,25,No,Average,2,1,2,Government,No involvement,Yes,Country-side,Never,7000
2706,464268,Female,No,51,Yes,Low,1,0,6,Private company,Unknown,No,City,Never,7000
2707,461148,Male,,37,Yes,Average,3,0,2,Private company,Unknown,Yes,City,Never,8261
2708,465531,Female,No,40,Yes,Low,,0,,Nothing,No involvement,No,City,Never,18349
2709,467741,Male,No,21,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
2710,464469,Female,No,50,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,18349
2711,467429,Female,Yes,42,Yes,Low,,1,,Private company,Unknown,No,City,Never,8261
2712,463521,Male,Yes,45,Yes,High,4,0,2,Public company,No involvement,No,City,Never,8261
2713,463205,Female,No,25,No,Low,4,0,1,Government,No involvement,No,City,Never,7000
2714,466734,Female,Yes,63,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
2715,461547,Male,No,70,No,Low,1,1,7,Private company,Strong involvement,No,City,Never,7000
2716,461686,Male,Yes,59,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
2717,463199,Female,Yes,52,Yes,Low,3,0,2,Private company,Unknown,Yes,Country-side,Never,8261
2718,463906,Female,Yes,40,Yes,Average,4,1,1,Private company,No involvement,No,City,Never,7000
2719,461804,Female,No,43,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,7000
2720,462936,Female,No,43,Yes,Low,1,0,5,Private company,No involvement,No,City,Never,7000
2721,463697,Female,No,32,Yes,Low,7,0,1,Private company,Unknown,Yes,Country-side,Never,14566
2722,466174,Female,No,20,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,17088
2723,466590,Female,No,27,Yes,Low,4,1,1,Private company,Some involvement,No,City,Never,7000
2724,459879,Female,No,26,Yes,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
2725,464013,Male,No,27,No,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
2726,464118,Male,No,38,Yes,Low,2,0,2,Private company,Strong involvement,No,City,Never,7000
2727,461731,Male,Yes,79,No,Low,1,1,8,Private company,Strong involvement,No,City,Never,7000
2728,466363,Female,Yes,38,,Low,2,1,2,Private company,No involvement,Yes,City,Never,13305
2729,462236,Male,No,35,Yes,Low,2,1,2,Private company,Strong involvement,Yes,Country-side,Never,23393
2730,463802,Female,No,39,Yes,Low,3,1,2,Private company,No involvement,No,City,Never,8261
2731,466543,Male,No,31,Yes,Low,2,0,2,Government,No involvement,Yes,City,Intervention in Iraq,24654
2732,462741,Female,No,26,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,9522
2733,459604,Female,No,21,No,Low,7,0,1,Private company,Some involvement,Yes,City,Never,7000
2734,464885,Female,No,35,No,Low,2,0,2,Private company,No involvement,Yes,Country-side,Never,8261
2735,460748,Female,Yes,60,No,Low,2,0,3,Private company,No involvement,Yes,City,Never,7000
2736,460834,Male,Yes,25,No,Low,2,0,2,Government,No involvement,Yes,City,Intervention in Syria,8261
2737,467488,Female,Yes,38,Yes,Average,2,0,2,Private company,Strong involvement,Yes,City,Never,7000
2738,460714,Male,No,26,Yes,Low,3,0,1,Private company,Strong involvement,No,City,Never,8261
2739,459329,Female,Yes,71,No,High,4,0,2,Private company,No involvement,Yes,City,Never,8261
2740,460746,Male,No,22,No,Low,3,0,1,Student,No involvement,No,City,Never,8261
2741,463934,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,10783
2742,466503,Male,Yes,45,Yes,Average,5,1,1,Private company,Unknown,No,City,Never,15827
2743,466932,Female,No,49,Yes,Low,2,0,3,Government,No involvement,No,City,Never,7000
2744,461619,Male,Yes,53,Yes,High,3,1,2,Public company,No involvement,No,City,Never,7000
2745,467942,Female,Yes,41,Yes,High,4,1,2,Private company,Unknown,Yes,City,Never,8261
2746,463556,Male,Yes,29,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,7000
2747,463265,Male,Yes,70,Yes,Average,3,1,3,Private company,Unknown,No,City,Never,8261
2748,461384,Male,Yes,71,Yes,High,,0,,Self-employed,No involvement,No,City,Never,9522
2749,461734,Female,Yes,81,No,High,2,1,5,,,No,City,Never,7000
2750,462160,Female,No,36,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,10783
2751,459653,Female,No,25,Yes,Low,1,0,3,,,No,City,Never,17088
2752,460207,Male,No,41,Yes,Low,4,1,2,Private company,Strong involvement,No,City,Never,20871
2753,465918,Female,No,39,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,13305
2754,462230,Male,No,23,No,Low,8,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
2755,459727,Male,Yes,83,No,High,2,1,5,Self-employed,No involvement,No,City,Never,7000
2756,461633,Male,No,30,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Iraq,17088
2757,467604,Male,No,31,No,Low,8,0,1,Private company,Some involvement,Yes,Country-side,Never,18349
2758,467237,Male,Yes,82,Yes,High,2,0,5,Self-employed,No involvement,No,City,Never,7000
2759,461489,Female,Yes,70,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,8261
2760,462673,Female,No,28,No,Low,,0,,Nothing,No involvement,No,City,Never,17088
2761,463353,Male,Yes,50,Yes,Average,4,1,2,Public company,No involvement,Yes,City,Never,12044
2762,462208,Female,Yes,33,No,Average,5,1,1,Private company,No involvement,Yes,Country-side,Never,15827
2763,459322,Male,No,36,Yes,Low,1,0,4,Student,No involvement,No,City,Never,7000
2764,462197,Female,Yes,65,No,Average,3,0,3,Private company,No involvement,Yes,Country-side,Never,8261
2765,461675,Male,No,61,Yes,Low,1,1,7,Self-employed,No involvement,No,City,Never,8261
2766,463149,Male,Yes,60,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,10783
2767,467697,Female,No,39,Yes,Low,1,0,4,Private company,Some involvement,No,City,Never,7000
2768,463761,Male,Yes,33,Yes,Average,3,0,2,Private company,Unknown,No,City,Never,8261
2769,467021,Female,Yes,80,No,High,2,0,4,Self-employed,No involvement,No,City,Never,8261
2770,464728,Male,Yes,47,No,High,4,0,2,Private company,Strong involvement,Yes,Country-side,Never,8261
2771,460737,Male,,66,Yes,Low,,1,,Private company,Unknown,Yes,City,Never,7000
2772,463916,Female,No,32,No,Low,4,0,1,Private company,No involvement,Yes,City,Intervention in Libya,18349
2773,465022,Female,Yes,72,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
2774,463218,Male,Yes,42,No,Average,3,0,2,Private company,Strong involvement,No,City,Never,18349
2775,466969,Female,No,43,Yes,Low,1,0,5,Nothing,No involvement,No,City,Never,18349
2776,460976,Male,No,20,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
2777,464294,Male,Yes,68,No,High,2,1,4,Public company,No involvement,No,City,Never,8261
2778,463557,Male,No,28,Yes,Low,3,0,1,Government,No involvement,No,City,Never,8261
2779,466762,Male,Yes,63,Yes,Low,3,1,3,Nothing,No involvement,No,City,Never,8261
2780,459985,Female,No,39,Yes,Low,2,1,2,Government,No involvement,No,City,Never,17088
2781,460750,Male,Yes,56,Yes,Average,2,1,3,Private company,Strong involvement,No,City,Never,7000
2782,467146,Female,No,27,No,Low,1,0,3,Nothing,No involvement,No,City,Never,18349
2783,461803,Female,No,33,No,Low,4,0,1,Government,No involvement,No,City,Never,7000
2784,466507,Male,Yes,51,Yes,Average,5,1,2,Private company,Strong involvement,No,City,Never,8261
2785,463918,Female,No,22,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
2786,459137,Male,Yes,42,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,15827
2787,465695,Female,No,33,No,Low,3,1,2,Private company,Some involvement,Yes,Country-side,Never,7000
2788,460708,Male,Yes,35,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
2789,466944,Male,Yes,47,No,Low,1,0,5,Private company,Strong involvement,No,City,Never,8261
2790,466972,Male,Yes,25,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,22132
2791,465661,Male,No,59,Yes,Low,1,1,6,Private company,Strong involvement,No,City,Never,8261
2792,463660,Male,Yes,85,Yes,Low,1,0,9,Self-employed,No involvement,No,City,Never,8261
2793,467308,Female,No,28,Yes,Low,3,1,1,Government,No involvement,Yes,City,Never,7000
2794,459717,Male,Yes,49,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
2795,460492,Female,No,43,No,Low,,0,,Student,No involvement,Yes,City,Never,19610
2796,466015,Male,Yes,69,No,Low,8,0,1,Private company,Strong involvement,No,City,Never,10783
2797,467285,Male,Yes,53,No,High,4,1,2,Public company,No involvement,No,City,Never,7000
2798,466952,Male,Yes,60,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
2799,461420,Female,Yes,59,Yes,Low,2,0,3,Government,No involvement,No,City,Never,13305
2800,463021,Male,Yes,72,No,High,2,0,4,Self-employed,No involvement,,,,7000
2801,465473,Female,No,55,Yes,Low,1,0,6,Private company,Unknown,No,City,Never,10783
2802,461151,Male,No,32,Yes,Low,3,0,2,Private company,Unknown,Yes,City,Never,7000
2803,460684,Male,Yes,62,No,Low,2,1,4,Private company,Strong involvement,Yes,City,Never,17088
2804,462240,Male,Yes,84,No,High,2,0,5,Self-employed,No involvement,No,City,Never,8261
2805,464423,Male,Yes,51,Yes,Average,5,1,2,Private company,Strong involvement,No,City,Never,7000
2806,460177,Male,No,48,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,8261
2807,463870,Female,No,28,No,Low,2,0,2,Private company,Some involvement,Yes,Country-side,Never,8261
2808,461632,Male,No,25,Yes,Low,1,0,3,Private company,Unknown,No,City,Never,7000
2809,464733,Female,Yes,31,No,High,4,0,1,Private company,No involvement,Yes,Country-side,Never,8261
2810,463764,Male,Yes,50,Yes,Average,3,1,2,Private company,Strong involvement,No,City,Never,8261
2811,466169,Male,Yes,63,Yes,Low,1,1,7,Private company,Unknown,Yes,City,Intervention in Syria,8261
2812,464561,Female,No,48,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,18349
2813,460667,Female,No,38,No,Low,,0,,Nothing,No involvement,No,City,Never,17088
2814,462548,Male,No,18,,Low,5,0,1,Public company,No involvement,Yes,Country-side,Never,7000
2815,464536,Male,Yes,28,Yes,Average,3,0,1,Private company,Unknown,No,City,Never,7000
2816,465260,Female,No,22,No,Low,6,0,1,Private company,Some involvement,No,City,Never,17088
2817,461457,Female,Yes,32,No,Low,5,0,1,Government,No involvement,No,City,Never,8261
2818,461845,Female,Yes,48,Yes,Average,4,1,2,Government,No involvement,No,City,Never,8261
2819,460912,Male,No,29,No,Low,5,0,1,Private company,Strong involvement,No,City,Never,8261
2820,464086,Male,Yes,42,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
2821,465152,Male,No,43,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,8261
2822,467294,Female,Yes,57,No,Low,1,1,6,Private company,No involvement,No,City,Never,7000
2823,466255,Male,Yes,45,Yes,Low,4,1,2,Private company,Strong involvement,Yes,City,Never,7000
2824,462676,Female,Yes,48,Yes,Average,4,0,2,Private company,Strong involvement,No,City,Never,7000
2825,459817,Female,Yes,65,No,Low,,0,,Student,No involvement,No,City,Never,7000
2826,465581,Male,Yes,38,Yes,Low,4,0,1,Private company,Unknown,Yes,City,Never,7000
2827,465868,Male,No,35,Yes,Low,3,0,2,Private company,Unknown,No,City,Never,14566
2828,460979,Male,Yes,84,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,8261
2829,464943,Female,Yes,37,No,Average,6,1,1,Private company,No involvement,Yes,Country-side,Never,8261
2830,464387,Female,No,27,Yes,Low,5,1,1,Private company,Unknown,No,City,Never,18349
2831,459360,Female,No,32,Yes,Low,3,1,2,Private company,Some involvement,No,City,Never,7000
2832,462433,Female,Yes,33,Yes,Average,2,1,2,Government,No involvement,No,City,Never,7000
2833,467388,Male,No,35,,Low,,0,,,,No,City,Never,7000
2834,465373,Male,Yes,49,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,12044
2835,465455,Male,No,26,No,Low,2,0,2,Government,No involvement,No,City,Never,7000
2836,465750,Male,Yes,35,Yes,Average,2,1,2,,,No,City,Never,10783
2837,463608,Male,Yes,25,Yes,Low,,0,,,,Yes,City,Intervention in Iraq,7000
2838,462539,Female,Yes,77,No,Low,1,0,8,Self-employed,No involvement,No,City,Never,8261
2839,467189,Female,Yes,46,Yes,High,4,1,2,Private company,Unknown,No,City,Never,8261
2840,459919,Female,No,49,Yes,Low,1,1,5,Private company,Unknown,Yes,Country-side,Never,7000
2841,464980,Female,,60,No,High,2,1,3,Private company,No involvement,Yes,Country-side,Never,8261
2842,461095,Female,No,21,No,Low,3,0,1,Private company,Some involvement,Yes,City,Never,7000
2843,461138,Male,Yes,63,Yes,High,2,1,4,Private company,Strong involvement,Yes,City,Intervention in Iraq,8261
