,ID,ID_ORIGINAL,Age,Household_Size,Spy,Satisfaction_Level,Household_Income,Gender,Foreign_Citizenship,Frequent_Traveler,Cellphone_Usage,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service
699,1699.0,461856.0,45.0,4.0,1.0,2.0,10783.0,Female,Yes,Yes,High,Private company,No involvement,Yes,City,Never
700,1700.0,467588.0,63.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
701,1701.0,459526.0,45.0,1.0,0.0,5.0,12044.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
702,1702.0,464315.0,71.0,2.0,1.0,4.0,8261.0,Male,Yes,No,Average,Public company,No involvement,No,City,Never
703,1703.0,465759.0,33.0,3.0,0.0,2.0,8261.0,Male,Yes,No,Low,Private company,No involvement,Yes,Country-side,Never
704,1704.0,463233.0,50.0,5.0,1.0,1.0,7000.0,Male,Yes,No,Average,Public company,No involvement,No,City,Never
705,1705.0,462313.0,55.0,2.0,1.0,3.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,Country-side,Never
706,1706.0,464222.0,58.0,1.0,0.0,6.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
707,1707.0,467355.0,31.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
708,1708.0,462684.0,32.0,4.0,0.0,1.0,15827.0,Female,No,No,Low,Private company,Some involvement,No,City,Never
709,1709.0,465433.0,40.0,1.0,1.0,4.0,7000.0,Female,No,Yes,Low,Private company,No involvement,Yes,City,Never
710,1710.0,461278.0,23.0,4.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
711,1711.0,461967.0,20.0,4.0,1.0,1.0,10783.0,Female,No,No,Low,Student,No involvement,Yes,City,Intervention in Iraq
712,1712.0,462057.0,40.0,4.0,1.0,1.0,10783.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
713,1713.0,467437.0,76.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
714,1714.0,459910.0,69.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
715,1715.0,462960.0,57.0,2.0,1.0,3.0,7000.0,Female,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
716,1716.0,466215.0,53.0,4.0,1.0,2.0,10783.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
717,1717.0,464192.0,61.0,3.0,0.0,3.0,7000.0,Female,Yes,No,High,Self-employed,No involvement,No,City,Never
718,1718.0,463441.0,42.0,4.0,1.0,2.0,17088.0,Male,Yes,Yes,High,Private company,No involvement,No,City,Never
719,1719.0,462861.0,26.0,1.0,0.0,3.0,17088.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
720,1720.0,459170.0,36.0,1.0,1.0,4.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
721,1721.0,461283.0,19.0,4.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
722,1722.0,467672.0,36.0,2.0,1.0,2.0,15827.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
723,1723.0,467168.0,46.0,2.0,1.0,3.0,17088.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Intervention in Syria
724,1724.0,464329.0,81.0,2.0,0.0,5.0,8261.0,Male,Yes,No,Low,Self-employed,No involvement,No,City,Never
725,1725.0,467180.0,39.0,3.0,0.0,2.0,8261.0,Male,Yes,Yes,Low,Private company,Some involvement,Yes,City,Never
726,1726.0,464279.0,53.0,5.0,0.0,2.0,8261.0,Male,Yes,No,Low,Public company,No involvement,No,City,Never
727,1727.0,462894.0,43.0,4.0,1.0,2.0,9522.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
728,1728.0,465146.0,58.0,1.0,1.0,6.0,18349.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
729,1729.0,462163.0,27.0,2.0,1.0,2.0,12044.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
730,1730.0,462056.0,52.0,4.0,0.0,2.0,17088.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
731,1731.0,467929.0,42.0,2.0,1.0,3.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
732,1732.0,464853.0,39.0,4.0,0.0,1.0,17088.0,Male,Yes,No,Average,Public company,No involvement,Yes,Country-side,Never
733,1733.0,466778.0,37.0,2.0,0.0,2.0,8261.0,Male,Yes,Yes,Low,Private company,Strong involvement,Yes,City,Never
734,1734.0,460890.0,47.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
735,1735.0,464136.0,69.0,3.0,0.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
736,1736.0,462456.0,18.0,8.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
737,1737.0,463317.0,72.0,1.0,0.0,8.0,7000.0,Male,Yes,Yes,Low,Student,No involvement,No,City,Never
738,1738.0,467900.0,37.0,1.0,0.0,4.0,10783.0,Female,No,No,Low,Private company,No involvement,No,City,Never
739,1739.0,464565.0,30.0,4.0,0.0,1.0,22132.0,Male,No,Yes,Low,Student,No involvement,No,City,Never
740,1740.0,461833.0,27.0,4.0,1.0,1.0,13305.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
741,1741.0,462989.0,32.0,1.0,0.0,4.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
742,1742.0,467782.0,30.0,5.0,0.0,1.0,7000.0,Female,No,Yes,Low,Private company,Strong involvement,Yes,City,Never
743,1743.0,465994.0,32.0,3.0,0.0,2.0,10783.0,Male,No,No,Low,Government,No involvement,Yes,City,Intervention in Iraq
744,1744.0,460395.0,27.0,3.0,0.0,1.0,17088.0,Female,No,Yes,Low,Private company,Strong involvement,No,City,Never
745,1745.0,467462.0,43.0,5.0,1.0,1.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
746,1746.0,467120.0,37.0,2.0,1.0,2.0,17088.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
747,1747.0,460196.0,38.0,2.0,0.0,2.0,17088.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
748,1748.0,466425.0,32.0,2.0,0.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,Strong involvement,Yes,City,Never
749,1749.0,461134.0,32.0,3.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Government,No involvement,No,City,Never
750,1750.0,460721.0,21.0,4.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
751,1751.0,465689.0,22.0,4.0,0.0,1.0,18349.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
752,1752.0,463913.0,36.0,1.0,0.0,4.0,8261.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
753,1753.0,467694.0,61.0,2.0,1.0,4.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
754,1754.0,459173.0,55.0,2.0,1.0,3.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
755,1755.0,466496.0,72.0,2.0,1.0,4.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
756,1756.0,459877.0,37.0,3.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
757,1757.0,460932.0,32.0,1.0,0.0,4.0,17088.0,Female,No,Yes,Low,Government,No involvement,No,City,Never
758,1758.0,459766.0,42.0,1.0,0.0,5.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
759,1759.0,464532.0,68.0,2.0,0.0,4.0,7000.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
760,1760.0,461755.0,29.0,3.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,No involvement,Yes,City,Never
761,1761.0,465506.0,43.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,Strong involvement,Yes,Country-side,Never
762,1762.0,462979.0,18.0,2.0,0.0,1.0,8261.0,Male,No,No,Low,Government,No involvement,No,City,Never
763,1763.0,467423.0,61.0,1.0,1.0,7.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
764,1764.0,467652.0,32.0,3.0,0.0,2.0,7000.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
765,1765.0,465240.0,59.0,2.0,0.0,3.0,12044.0,Male,Yes,Yes,High,Private company,No involvement,Yes,City,Intervention in Iraq
766,1766.0,461650.0,42.0,1.0,1.0,5.0,7000.0,Female,Yes,Yes,Low,Government,No involvement,Yes,Country-side,Never
767,1767.0,467309.0,35.0,1.0,1.0,4.0,9522.0,Female,No,Yes,Low,Private company,No involvement,Yes,City,Intervention in Iraq
768,1768.0,463872.0,78.0,2.0,0.0,4.0,8261.0,Male,Yes,No,High,Self-employed,No involvement,Yes,City,Never
769,1769.0,463905.0,27.0,4.0,0.0,1.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Intervention in Iraq
770,1770.0,466125.0,65.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
771,1771.0,467952.0,89.0,2.0,1.0,5.0,7000.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
772,1772.0,464043.0,51.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
773,1773.0,466523.0,39.0,3.0,1.0,2.0,8261.0,Male,Yes,Yes,High,Public company,No involvement,Yes,City,Never
774,1774.0,465867.0,35.0,5.0,1.0,1.0,17088.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
775,1775.0,461984.0,42.0,2.0,1.0,3.0,9522.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
776,1776.0,464836.0,33.0,5.0,0.0,1.0,15827.0,Female,No,No,High,Private company,No involvement,Yes,Country-side,Never
777,1777.0,460689.0,41.0,2.0,0.0,3.0,14566.0,Male,Yes,No,High,Public company,No involvement,Yes,City,Never
778,1778.0,460211.0,25.0,1.0,0.0,3.0,14566.0,Male,Yes,No,Low,Private company,No involvement,No,City,Never
779,1779.0,460445.0,29.0,4.0,0.0,1.0,7000.0,Male,No,Yes,Low,Private company,No involvement,Yes,City,Never
780,1780.0,467132.0,66.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
781,1781.0,463678.0,32.0,5.0,1.0,1.0,8261.0,Female,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
782,1782.0,466526.0,33.0,5.0,1.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
783,1783.0,465159.0,57.0,1.0,0.0,6.0,7000.0,Male,Yes,No,Low,Private company,Strong involvement,No,City,Never
784,1784.0,465538.0,62.0,2.0,0.0,4.0,15827.0,Male,Yes,No,High,Government,No involvement,No,City,Never
785,1785.0,459196.0,23.0,3.0,0.0,1.0,8261.0,Female,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
786,1786.0,466652.0,61.0,2.0,1.0,4.0,8261.0,Female,Yes,Yes,Average,Government,No involvement,No,City,Never
787,1787.0,463503.0,33.0,2.0,0.0,2.0,8261.0,Male,Yes,Yes,Low,Private company,Strong involvement,Yes,City,Intervention in Iraq
788,1788.0,465017.0,52.0,4.0,1.0,2.0,8261.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
789,1789.0,467669.0,82.0,2.0,0.0,5.0,7000.0,Male,Yes,No,High,Self-employed,No involvement,No,City,Never
790,1790.0,461208.0,32.0,1.0,0.0,4.0,13305.0,Female,No,Yes,Low,Nothing,No involvement,No,City,Never
791,1791.0,463164.0,35.0,2.0,1.0,2.0,17088.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
792,1792.0,463185.0,58.0,2.0,1.0,3.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
793,1793.0,463170.0,33.0,5.0,0.0,1.0,7000.0,Female,No,Yes,Low,Private company,Some involvement,Yes,City,Never
794,1794.0,463987.0,36.0,1.0,1.0,4.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
795,1795.0,465862.0,50.0,1.0,0.0,5.0,17088.0,Female,No,Yes,Average,Private company,No involvement,No,City,Never
796,1796.0,464717.0,25.0,8.0,0.0,1.0,12044.0,Male,Yes,No,High,Public company,No involvement,Yes,Country-side,Never
797,1797.0,467045.0,51.0,2.0,0.0,3.0,7000.0,Male,Yes,Yes,Low,Private company,Strong involvement,No,City,Never
798,1798.0,467276.0,43.0,5.0,1.0,1.0,22132.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
799,1799.0,464826.0,23.0,5.0,0.0,1.0,14566.0,Male,No,No,Low,Private company,Some involvement,Yes,Country-side,Never
800,1800.0,459657.0,84.0,2.0,1.0,5.0,8261.0,Male,Yes,Yes,High,Self-employed,No involvement,No,City,Never
801,1801.0,464251.0,65.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
802,1802.0,464354.0,43.0,2.0,0.0,3.0,10783.0,Female,No,Yes,Low,Private company,No involvement,Yes,Country-side,Never
803,1803.0,464570.0,31.0,2.0,0.0,2.0,7000.0,Male,Yes,Yes,Average,Government,No involvement,No,City,Never
804,1804.0,460845.0,20.0,2.0,0.0,1.0,7000.0,Female,No,No,Low,Private company,Some involvement,No,City,Never
805,1805.0,467866.0,50.0,3.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
806,1806.0,466836.0,42.0,1.0,0.0,5.0,7000.0,Female,No,Yes,Low,Government,No involvement,Yes,Country-side,Never
807,1807.0,461937.0,41.0,2.0,1.0,3.0,8261.0,Female,No,Yes,Low,Government,No involvement,No,City,Never
808,1808.0,465535.0,29.0,4.0,0.0,2.0,18349.0,Female,No,No,Low,Private company,Strong involvement,Yes,City,Never
809,1809.0,464726.0,33.0,9.0,0.0,1.0,20871.0,Male,Yes,Yes,High,Public company,No involvement,Yes,Country-side,Never
810,1810.0,461550.0,37.0,2.0,0.0,2.0,15827.0,Male,Yes,Yes,Low,Private company,Strong involvement,No,City,Never
811,1811.0,463137.0,31.0,1.0,0.0,4.0,17088.0,Female,No,Yes,Low,Nothing,No involvement,No,City,Never
812,1812.0,462731.0,43.0,3.0,1.0,2.0,13305.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
813,1813.0,465221.0,88.0,2.0,1.0,5.0,7000.0,Male,Yes,Yes,High,Private company,No involvement,No,City,Never
814,1814.0,462632.0,37.0,4.0,0.0,1.0,7000.0,Female,Yes,No,Average,Private company,No involvement,Yes,Country-side,Never
815,1815.0,459342.0,84.0,2.0,1.0,5.0,8261.0,Female,Yes,No,High,Self-employed,No involvement,No,City,Never
816,1816.0,464418.0,43.0,2.0,1.0,3.0,17088.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
817,1817.0,465823.0,65.0,4.0,0.0,2.0,15827.0,Male,Yes,No,Average,Private company,Strong involvement,Yes,Country-side,Never
818,1818.0,466626.0,51.0,2.0,1.0,3.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,Yes,City,Intervention in Iraq
819,1819.0,465617.0,40.0,3.0,1.0,2.0,18349.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
820,1820.0,466332.0,23.0,3.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
821,1821.0,460427.0,46.0,3.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
822,1822.0,463688.0,52.0,1.0,1.0,6.0,8261.0,Female,No,Yes,Low,Government,No involvement,Yes,Country-side,Never
823,1823.0,464487.0,53.0,3.0,0.0,2.0,8261.0,Male,No,No,Low,Private company,No involvement,Yes,Country-side,Never
824,1824.0,462591.0,25.0,3.0,0.0,2.0,12044.0,Male,No,No,Low,Government,No involvement,Yes,Country-side,Never
825,1825.0,462836.0,19.0,3.0,0.0,1.0,8261.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
826,1826.0,463373.0,55.0,3.0,0.0,2.0,8261.0,Male,Yes,Yes,Low,Private company,No involvement,Yes,City,Never
827,1827.0,464977.0,66.0,2.0,1.0,4.0,8261.0,Female,Yes,No,Average,Government,No involvement,Yes,Country-side,Never
828,1828.0,467018.0,57.0,5.0,1.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
829,1829.0,460866.0,28.0,9.0,1.0,1.0,8261.0,Male,No,Yes,Low,Government,No involvement,Yes,Country-side,Never
830,1830.0,464004.0,26.0,5.0,0.0,1.0,7000.0,Female,Yes,No,Low,Student,No involvement,Yes,Country-side,Never
831,1831.0,464290.0,41.0,1.0,1.0,5.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
832,1832.0,466190.0,53.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Low,Public company,No involvement,Yes,City,Never
833,1833.0,461581.0,60.0,3.0,1.0,2.0,8261.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
834,1834.0,462243.0,43.0,4.0,0.0,2.0,8261.0,Male,Yes,No,Low,Public company,No involvement,No,City,Never
835,1835.0,465408.0,30.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Public company,No involvement,No,City,Never
836,1836.0,461421.0,37.0,3.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
837,1837.0,461181.0,21.0,4.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,Yes,City,Never
838,1838.0,462434.0,57.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
839,1839.0,463316.0,89.0,2.0,0.0,5.0,7000.0,Female,Yes,No,High,Self-employed,No involvement,No,City,Never
840,1840.0,466303.0,67.0,2.0,1.0,4.0,7000.0,Male,Yes,Yes,High,Self-employed,No involvement,Yes,City,Never
841,1841.0,459396.0,50.0,1.0,1.0,5.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
842,1842.0,459936.0,45.0,1.0,1.0,5.0,9522.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
843,1843.0,463657.0,42.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
844,1844.0,461860.0,81.0,2.0,1.0,5.0,8261.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
845,1845.0,465439.0,45.0,4.0,1.0,2.0,12044.0,Female,Yes,Yes,High,Private company,No involvement,No,City,Never
846,1846.0,466856.0,65.0,3.0,0.0,3.0,8261.0,Female,Yes,No,Average,Private company,No involvement,No,City,Never
847,1847.0,460383.0,36.0,3.0,0.0,2.0,15827.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
848,1848.0,462967.0,47.0,3.0,1.0,2.0,12044.0,Male,Yes,No,Average,Private company,Strong involvement,No,City,Never
849,1849.0,467122.0,73.0,2.0,1.0,4.0,7000.0,Female,Yes,No,High,Self-employed,No involvement,No,City,Never
850,1850.0,461296.0,83.0,2.0,1.0,5.0,7000.0,Female,Yes,Yes,High,Self-employed,No involvement,No,City,Never
851,1851.0,466739.0,31.0,2.0,0.0,4.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
852,1852.0,464715.0,61.0,4.0,0.0,2.0,8261.0,Male,Yes,No,Average,Student,No involvement,Yes,Country-side,Never
853,1853.0,467331.0,27.0,4.0,0.0,1.0,10783.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
854,1854.0,464219.0,27.0,2.0,0.0,2.0,8261.0,Male,No,Yes,Low,Student,No involvement,Yes,City,Never
855,1855.0,460572.0,30.0,4.0,1.0,1.0,7000.0,Female,No,Yes,Low,Private company,No involvement,Yes,City,Never
856,1856.0,467584.0,52.0,4.0,1.0,2.0,8261.0,Male,Yes,No,Average,Government,No involvement,No,City,Never
857,1857.0,463929.0,51.0,2.0,1.0,3.0,20871.0,Male,Yes,Yes,Average,Government,No involvement,No,City,Never
858,1858.0,466439.0,61.0,4.0,0.0,2.0,7000.0,Male,Yes,No,Low,Private company,No involvement,No,City,Never
859,1859.0,463417.0,59.0,2.0,1.0,5.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,No,City,Never
860,1860.0,464400.0,31.0,4.0,0.0,1.0,7000.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
861,1861.0,461375.0,29.0,4.0,0.0,1.0,8261.0,Male,No,Yes,Low,Private company,Some involvement,Yes,City,Never
862,1862.0,463886.0,38.0,2.0,1.0,2.0,8261.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
863,1863.0,460058.0,46.0,1.0,1.0,5.0,7000.0,Male,Yes,Yes,Low,Private company,No involvement,Yes,Country-side,Never
864,1864.0,465606.0,37.0,3.0,0.0,2.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,Yes,City,Never
865,1865.0,467312.0,62.0,2.0,1.0,4.0,8261.0,Female,Yes,Yes,Low,Private company,No involvement,No,City,Never
866,1866.0,463077.0,28.0,3.0,1.0,1.0,12044.0,Male,No,No,Low,Government,No involvement,No,City,Never
867,1867.0,459652.0,26.0,4.0,0.0,1.0,7000.0,Female,No,No,Low,Private company,No involvement,Yes,Country-side,Never
868,1868.0,465952.0,25.0,3.0,0.0,1.0,17088.0,Male,No,Yes,Low,Private company,Some involvement,No,City,Never
869,1869.0,462653.0,48.0,4.0,0.0,2.0,7000.0,Male,Yes,Yes,Average,Public company,No involvement,Yes,Country-side,Never
870,1870.0,464746.0,32.0,5.0,0.0,1.0,12044.0,Male,Yes,No,Average,Public company,No involvement,Yes,Country-side,Never
871,1871.0,467171.0,30.0,2.0,1.0,2.0,8261.0,Female,No,Yes,Low,Government,No involvement,No,City,Never
872,1872.0,462186.0,21.0,3.0,0.0,1.0,7000.0,Female,No,No,Low,Government,No involvement,Yes,City,Intervention in Syria
873,1873.0,460850.0,61.0,1.0,1.0,7.0,7000.0,Female,Yes,No,Low,Private company,No involvement,No,City,Never
874,1874.0,462803.0,26.0,6.0,1.0,1.0,7000.0,Male,No,No,Low,Government,No involvement,Yes,City,Never
875,1875.0,465339.0,27.0,3.0,1.0,1.0,7000.0,Female,No,No,Low,Student,No involvement,Yes,City,Never
876,1876.0,463106.0,84.0,1.0,1.0,9.0,7000.0,Female,Yes,Yes,Low,Self-employed,No involvement,No,City,Never
877,1877.0,459372.0,27.0,4.0,1.0,1.0,7000.0,Female,No,Yes,Low,Private company,Some involvement,No,City,Never
878,1878.0,464869.0,37.0,2.0,0.0,2.0,7000.0,Male,Yes,Yes,Low,Private company,Strong involvement,Yes,Country-side,Never
879,1879.0,460138.0,33.0,6.0,0.0,1.0,18349.0,Male,No,Yes,Low,Private company,Strong involvement,No,City,Never
880,1880.0,460755.0,33.0,1.0,0.0,4.0,7000.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
881,1881.0,462097.0,42.0,2.0,1.0,3.0,17088.0,Male,Yes,Yes,Average,Government,No involvement,Yes,City,Never
882,1882.0,465012.0,62.0,4.0,1.0,2.0,7000.0,Male,Yes,No,High,Public company,No involvement,No,City,Never
883,1883.0,462336.0,46.0,4.0,1.0,2.0,8261.0,Male,Yes,No,Low,Private company,No involvement,No,City,Never
884,1884.0,464664.0,39.0,5.0,1.0,1.0,8261.0,Male,Yes,No,Average,Private company,Strong involvement,Yes,Country-side,Never
885,1885.0,465755.0,50.0,3.0,1.0,2.0,17088.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
886,1886.0,463368.0,42.0,3.0,1.0,2.0,10783.0,Female,Yes,Yes,High,Private company,No involvement,Yes,City,Never
887,1887.0,462437.0,18.0,6.0,0.0,1.0,7000.0,Male,No,No,Low,Private company,Some involvement,No,City,Never
888,1888.0,464451.0,74.0,2.0,1.0,4.0,7000.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
889,1889.0,463665.0,50.0,3.0,1.0,2.0,7000.0,Male,Yes,Yes,Average,Private company,Strong involvement,No,City,Never
890,1890.0,462667.0,40.0,2.0,0.0,2.0,9522.0,Female,Yes,No,Average,Nothing,No involvement,No,City,Never
891,1891.0,460098.0,62.0,1.0,1.0,7.0,8261.0,Female,Yes,Yes,Low,Private company,No involvement,Yes,City,Never
892,1892.0,459757.0,67.0,2.0,1.0,4.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
893,1893.0,463047.0,27.0,2.0,0.0,3.0,18349.0,Male,Yes,Yes,Low,Nothing,No involvement,No,City,Never
894,1894.0,461983.0,27.0,3.0,1.0,1.0,8261.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
895,1895.0,466871.0,43.0,4.0,1.0,2.0,7000.0,Male,Yes,Yes,High,Public company,No involvement,No,City,Never
896,1896.0,465330.0,28.0,3.0,1.0,1.0,7000.0,Male,No,Yes,Low,Private company,No involvement,Yes,Country-side,Never
897,1897.0,459269.0,58.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
898,1898.0,461839.0,58.0,2.0,1.0,3.0,8261.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
899,1899.0,464547.0,41.0,2.0,1.0,3.0,7000.0,Male,No,Yes,Low,Private company,No involvement,Yes,City,Never
900,1900.0,460964.0,84.0,2.0,0.0,5.0,8261.0,Male,Yes,No,High,Self-employed,No involvement,No,City,Never
901,1901.0,466790.0,45.0,2.0,0.0,3.0,8261.0,Male,Yes,Yes,Average,Government,No involvement,Yes,City,Never
902,1902.0,464257.0,35.0,2.0,0.0,2.0,8261.0,Male,Yes,No,High,Private company,Strong involvement,No,City,Never
903,1903.0,463919.0,31.0,1.0,0.0,4.0,18349.0,Female,No,Yes,Low,Nothing,No involvement,No,City,Never
904,1904.0,462459.0,30.0,2.0,0.0,2.0,9522.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
905,1905.0,467468.0,27.0,5.0,0.0,1.0,7000.0,Female,No,No,Low,Private company,Some involvement,Yes,City,Intervention in Iraq
906,1906.0,459872.0,68.0,2.0,0.0,4.0,12044.0,Male,Yes,No,Average,Private company,Strong involvement,No,City,Never
907,1907.0,461508.0,33.0,1.0,0.0,4.0,17088.0,Male,No,Yes,Low,Private company,No involvement,No,City,Never
908,1908.0,460832.0,41.0,4.0,0.0,2.0,8261.0,Female,Yes,No,Average,Private company,Some involvement,No,City,Never
909,1909.0,464406.0,39.0,1.0,0.0,4.0,7000.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
910,1910.0,467716.0,41.0,3.0,1.0,2.0,12044.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
911,1911.0,461237.0,30.0,5.0,0.0,1.0,7000.0,Male,No,Yes,Low,Government,No involvement,Yes,City,Never
912,1912.0,466756.0,60.0,2.0,1.0,3.0,7000.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
913,1913.0,463718.0,27.0,4.0,0.0,1.0,8261.0,Female,No,Yes,Low,Private company,No involvement,No,City,Never
914,1914.0,463465.0,43.0,3.0,1.0,2.0,14566.0,Male,Yes,Yes,Average,Private company,No involvement,No,City,Never
915,1915.0,465818.0,27.0,3.0,1.0,1.0,8261.0,Male,No,No,Low,Private company,Strong involvement,Yes,Country-side,Never
916,1916.0,465712.0,47.0,1.0,1.0,5.0,7000.0,Male,No,Yes,Low,Government,No involvement,No,City,Never
917,1917.0,462953.0,45.0,4.0,1.0,2.0,8261.0,Female,Yes,Yes,Average,Private company,No involvement,No,City,Never
